331.0,20002688.0,20003072.0,20002689.0,20003456.0,20003073.0,20002690.0,20003840.0,20003457.0,20003074.0,20002691.0
332.0,20004224.0,20003841.0,20003458.0,20003075.0,20002692.0,20004608.0,20004225.0,20003842.0,20003459.0,20003076.0
333.0,20002693.0,20004992.0,20004609.0,20004226.0,20003843.0,20003460.0,20003077.0,20002694.0,20004993.0,20004610.0
334.0,20004227.0,20003844.0,20003461.0,20003078.0,20002695.0,20004994.0,20004611.0,20004228.0,20003845.0,20003462.0
335.0,20003079.0,20002696.0,20004995.0,20004612.0,20004229.0,20003846.0,20003463.0,20003080.0,20002697.0,20004996.0
336.0,20004613.0,20004230.0,20003847.0,20003464.0,20003081.0,20002698.0,20004997.0,20004614.0,20004231.0,20003848.0
337.0,20003465.0,20003082.0,20002699.0,20004998.0,20004615.0,20004232.0,20003849.0,20003466.0,20003083.0,20002700.0
338.0,20004999.0,20004616.0,20004233.0,20003850.0,20003467.0,20003084.0,20002701.0,20005000.0,20004617.0,20004234.0
339.0,20003851.0,20003468.0,20003085.0,20002702.0,20005001.0,20004618.0,20004235.0,20003852.0,20003469.0,20003086.0
340.0,20002703.0,20005002.0,20004619.0,20004236.0,20003853.0,20003470.0,20003087.0,20002704.0,20005003.0,20004620.0
341.0,20004237.0,20003854.0,20003471.0,20003088.0,20002705.0,20005004.0,20004621.0,20004238.0,20003855.0,20003472.0
342.0,20003089.0,20002706.0,20005005.0,20004622.0,20004239.0,20003856.0,20003473.0,20003090.0,20002707.0,20005006.0
343.0,20004623.0,20004240.0,20003857.0,20003474.0,20003091.0,20002708.0,20005007.0,20004624.0,20004241.0,20003858.0
344.0,20003475.0,20003092.0,20002709.0,20005008.0,20004625.0,20004242.0,20003859.0,20003476.0,20003093.0,20002710.0
345.0,20005009.0,20004626.0,20004243.0,20003860.0,20003477.0,20003094.0,20002711.0,20005010.0,20004627.0,20004244.0
346.0,20003861.0,20003478.0,20003095.0,20002712.0,20005011.0,20004628.0,20004245.0,20003862.0,20003479.0,20003096.0
347.0,20002713.0,20005012.0,20004629.0,20004246.0,20003863.0,20003480.0,20003097.0,20002714.0,20005013.0,20004630.0
348.0,20004247.0,20003864.0,20003481.0,20003098.0,20002715.0,20005014.0,20004631.0,20004248.0,20003865.0,20003482.0
349.0,20003099.0,20002716.0,20005015.0,20004632.0,20004249.0,20003866.0,20003483.0,20003100.0,20002717.0,20005016.0
350.0,20004633.0,20004250.0,20003867.0,20003484.0,20003101.0,20002718.0,20005017.0,20004634.0,20004251.0,20003868.0
351.0,20003485.0,20003102.0,20002719.0,20005018.0,20004635.0,20004252.0,20003869.0,20003486.0,20003103.0,20002720.0
352.0,20005019.0,20004636.0,20004253.0,20003870.0,20003487.0,20003104.0,20002721.0,20005020.0,20004637.0,20004254.0
353.0,20003871.0,20003488.0,20003105.0,20002722.0,20005021.0,20004638.0,20004255.0,20003872.0,20003489.0,20003106.0
354.0,20002723.0,20005022.0,20004639.0,20004256.0,20003873.0,20003490.0,20003107.0,20002724.0,20005023.0,20004640.0
355.0,20004257.0,20003874.0,20003491.0,20003108.0,20002725.0,20005024.0,20004641.0,20004258.0,20003875.0,20003492.0
356.0,20003109.0,20002726.0,20005025.0,20004642.0,20004259.0,20003876.0,20003493.0,20003110.0,20002727.0,20005026.0
357.0,20004643.0,20004260.0,20003877.0,20003494.0,20003111.0,20002728.0,20005027.0,20004644.0,20004261.0,20003878.0
358.0,20003495.0,20003112.0,20002729.0,20005028.0,20004645.0,20004262.0,20003879.0,20003496.0,20003113.0,20002730.0
359.0,20005029.0,20004646.0,20004263.0,20003880.0,20003497.0,20003114.0,20002731.0,20005030.0,20004647.0,20004264.0
