331.0,20000000.0,20000384.0,20000001.0,20000768.0,20000385.0,20000002.0,20001152.0,20000769.0,20000386.0,20000003.0
332.0,20001536.0,20001153.0,20000770.0,20000387.0,20000004.0,20001920.0,20001537.0,20001154.0,20000771.0,20000388.0
333.0,20000005.0,20002304.0,20001921.0,20001538.0,20001155.0,20000772.0,20000389.0,20000006.0,20002305.0,20001922.0
334.0,20001539.0,20001156.0,20000773.0,20000390.0,20000007.0,20002306.0,20001923.0,20001540.0,20001157.0,20000774.0
335.0,20000391.0,20000008.0,20002307.0,20001924.0,20001541.0,20001158.0,20000775.0,20000392.0,20000009.0,20002308.0
336.0,20001925.0,20001542.0,20001159.0,20000776.0,20000393.0,20000010.0,20002309.0,20001926.0,20001543.0,20001160.0
337.0,20000777.0,20000394.0,20000011.0,20002310.0,20001927.0,20001544.0,20001161.0,20000778.0,20000395.0,20000012.0
338.0,20002311.0,20001928.0,20001545.0,20001162.0,20000779.0,20000396.0,20000013.0,20002312.0,20001929.0,20001546.0
339.0,20001163.0,20000780.0,20000397.0,20000014.0,20002313.0,20001930.0,20001547.0,20001164.0,20000781.0,20000398.0
340.0,20000015.0,20002314.0,20001931.0,20001548.0,20001165.0,20000782.0,20000399.0,20000016.0,20002315.0,20001932.0
341.0,20001549.0,20001166.0,20000783.0,20000400.0,20000017.0,20002316.0,20001933.0,20001550.0,20001167.0,20000784.0
342.0,20000401.0,20000018.0,20002317.0,20001934.0,20001551.0,20001168.0,20000785.0,20000402.0,20000019.0,20002318.0
343.0,20001935.0,20001552.0,20001169.0,20000786.0,20000403.0,20000020.0,20002319.0,20001936.0,20001553.0,20001170.0
344.0,20000787.0,20000404.0,20000021.0,20002320.0,20001937.0,20001554.0,20001171.0,20000788.0,20000405.0,20000022.0
345.0,20002321.0,20001938.0,20001555.0,20001172.0,20000789.0,20000406.0,20000023.0,20002322.0,20001939.0,20001556.0
346.0,20001173.0,20000790.0,20000407.0,20000024.0,20002323.0,20001940.0,20001557.0,20001174.0,20000791.0,20000408.0
347.0,20000025.0,20002324.0,20001941.0,20001558.0,20001175.0,20000792.0,20000409.0,20000026.0,20002325.0,20001942.0
